Gene stable ID,Gene name,Transcript stable ID,Ensembl Canonical,Chromosome/scaffold name
ENSG00000227863,,ENST00000655452,1.0,7
ENSG00000251643,COPS3P1,ENST00000505334,1.0,4
ENSG00000286641,,ENST00000668736,1.0,4
ENSG00000170791,CHCHD7,ENST00000355315,1.0,8
ENSG00000253183,,ENST00000520729,1.0,7
ENSG00000224547,ZNF619P1,ENST00000446539,1.0,7
ENSG00000248551,,ENST00000502661,1.0,4
ENSG00000079101,CLUL1,ENST00000692774,1.0,18
ENSG00000251073,NUDT19P5,ENST00000505620,1.0,4
ENSG00000272646,,ENST00000608774,1.0,4
ENSG00000251416,,ENST00000503093,1.0,4
ENSG00000288597,,ENST00000674236,1.0,X
ENSG00000248210,LINC02355,ENST00000503100,1.0,4
ENSG00000286133,,ENST00000652341,1.0,4
ENSG00000241369,LINC01192,ENST00000658280,1.0,3
ENSG00000272343,,ENST00000606048,1.0,8
ENSG00000254216,,ENST00000524200,1.0,8
ENSG00000091039,OSBPL8,ENST00000261183,1.0,12
ENSG00000105197,TIMM50,ENST00000607714,1.0,19
ENSG00000170260,ZNF212,ENST00000335870,1.0,7
ENSG00000158122,PRXL2C,ENST00000375234,1.0,9
ENSG00000174145,NWD2,ENST00000309447,1.0,4
ENSG00000289724,,ENST00000397996,1.0,18
ENSG00000250195,,ENST00000511951,1.0,4
ENSG00000249698,MTCO3P9,ENST00000506989,1.0,4
ENSG00000213434,VTI1BP2,ENST00000394154,1.0,4
ENSG00000249066,LINC02496,ENST00000655846,1.0,4
ENSG00000242550,SERPINB10,ENST00000238508,1.0,18
ENSG00000137210,TMEM14B,ENST00000379542,1.0,6
ENSG00000251213,,ENST00000504167,1.0,4
ENSG00000266900,,ENST00000588561,1.0,18
ENSG00000230853,RPL10P11,ENST00000414541,1.0,7
ENSG00000267560,,ENST00000591014,1.0,18
ENSG00000249945,,ENST00000664617,1.0,4
ENSG00000196597,ZNF782,ENST00000481138,1.0,9
ENSG00000228742,LINC02577,ENST00000490162,1.0,7
ENSG00000225176,ATP5MGP4,ENST00000434169,1.0,4
ENSG00000250577,,ENST00000506416,1.0,4
ENSG00000275826,,ENST00000621839,1.0,4
ENSG00000251490,,ENST00000512464,1.0,4
ENSG00000249818,,ENST00000510416,1.0,4
ENSG00000123575,FAM199X,ENST00000493442,1.0,X
ENSG00000228030,RPL21P76,ENST00000457337,1.0,7
ENSG00000244321,LINC01326,ENST00000495159,1.0,3
ENSG00000071073,MGAT4A,ENST00000393487,1.0,2
ENSG00000185149,NPY2R,ENST00000329476,1.0,4
ENSG00000243554,CCZ1P1,ENST00000453589,1.0,7
ENSG00000288087,,ENST00000665274,1.0,3
ENSG00000211716,TRBV9,ENST00000390363,1.0,7
ENSG00000240824,MTND3P7,ENST00000474435,1.0,3
ENSG00000244650,,ENST00000477153,1.0,3
ENSG00000269907,PTMAP11,ENST00000602494,1.0,9
ENSG00000251609,SETP12,ENST00000514068,1.0,4
ENSG00000227257,,ENST00000416300,1.0,9
ENSG00000235147,,ENST00000436016,1.0,2
ENSG00000239351,NPM1P29,ENST00000483112,1.0,3
ENSG00000279904,,ENST00000624047,1.0,2
ENSG00000248772,,ENST00000513484,1.0,3
ENSG00000242321,RPL23AP40,ENST00000487630,1.0,3
ENSG00000236977,ANKRD44-IT1,ENST00000428191,1.0,2
ENSG00000250015,,ENST00000507813,1.0,5
ENSG00000123576,ESX1,ENST00000372588,1.0,X
ENSG00000272162,,ENST00000480294,1.0,6
ENSG00000181867,FTMT,ENST00000321339,1.0,5
ENSG00000222383,RNA5SP203,ENST00000410451,1.0,6
ENSG00000250501,,ENST00000666313,1.0,4
ENSG00000067836,ROGDI,ENST00000322048,1.0,16
ENSG00000180015,,ENST00000504731,1.0,4
ENSG00000137709,POU2F3,ENST00000543440,1.0,11
ENSG00000106153,CHCHD2,ENST00000395422,1.0,7
ENSG00000248546,ANP32CP,ENST00000512835,1.0,4
ENSG00000223948,,ENST00000425870,1.0,7
ENSG00000242169,RPL7AP27,ENST00000494861,1.0,4
ENSG00000251310,,ENST00000514966,1.0,4
ENSG00000231234,SKP1P1,ENST00000438081,1.0,7
ENSG00000283355,,ENST00000636429,1.0,4
ENSG00000241136,PAICSP6,ENST00000462572,1.0,7
ENSG00000249877,,ENST00000504057,1.0,4
ENSG00000243889,TRBV8-1,ENST00000481590,1.0,7
ENSG00000250458,,ENST00000504523,1.0,4
ENSG00000248517,LINC02437,ENST00000505053,1.0,4
ENSG00000032219,ARID4A,ENST00000355431,1.0,14
ENSG00000247130,,ENST00000501322,1.0,4
ENSG00000159459,UBR1,ENST00000290650,1.0,15
ENSG00000248370,LINC02434,ENST00000666556,1.0,4
ENSG00000177889,UBE2N,ENST00000318066,1.0,12
ENSG00000259541,,ENST00000558822,1.0,11
ENSG00000286700,,ENST00000663679,1.0,4
ENSG00000090932,DLL3,ENST00000356433,1.0,19
ENSG00000249520,,ENST00000508796,1.0,4
ENSG00000188152,NUTM2G,ENST00000372322,1.0,9
ENSG00000274303,7SK,ENST00000621414,1.0,11
ENSG00000224569,C9orf78P2,ENST00000509955,1.0,4
ENSG00000256116,,ENST00000534988,1.0,11
ENSG00000250292,,ENST00000514910,1.0,4
ENSG00000236745,YRDCP2,ENST00000424606,1.0,9
ENSG00000250497,,ENST00000508202,1.0,4
ENSG00000226604,PAPPA-AS2,ENST00000438048,1.0,9
ENSG00000250768,DPP3P1,ENST00000508984,1.0,4
ENSG00000244757,,ENST00000451100,1.0,9
ENSG00000141655,TNFRSF11A,ENST00000586569,1.0,18
ENSG00000248019,FAM13A-AS1,ENST00000500765,1.0,4
ENSG00000256040,PAPPA-AS1,ENST00000445861,1.0,9
ENSG00000101333,PLCB4,ENST00000378473,1.0,20
ENSG00000176401,EID2B,ENST00000326282,1.0,19
ENSG00000199867,Y_RNA,ENST00000362997,1.0,18
ENSG00000171502,COL24A1,ENST00000370571,1.0,1
ENSG00000267341,,ENST00000589084,1.0,18
ENSG00000269792,,ENST00000594676,1.0,19
ENSG00000250356,HSPE1P23,ENST00000509838,1.0,4
ENSG00000258658,TOMM20L-DT,ENST00000556390,1.0,14
ENSG00000229105,ASTN2-AS1,ENST00000418250,1.0,9
ENSG00000241088,RPL17P44,ENST00000475372,1.0,18
ENSG00000269584,TDGF1P7,ENST00000593394,1.0,19
ENSG00000267487,,ENST00000591796,1.0,18
ENSG00000250746,,ENST00000509378,1.0,4
ENSG00000176396,EID2,ENST00000390658,1.0,19
ENSG00000230894,,ENST00000423715,1.0,9
ENSG00000286066,,ENST00000652265,1.0,4
ENSG00000266920,ACTBP9,ENST00000587663,1.0,18
ENSG00000285820,,ENST00000648160,1.0,9
ENSG00000250636,,ENST00000506678,1.0,4
ENSG00000269588,,ENST00000600089,1.0,19
ENSG00000230734,RPL10P3,ENST00000431607,1.0,9
ENSG00000207268,SNORA70C,ENST00000384538,1.0,9
ENSG00000201140,RN7SKP128,ENST00000364270,1.0,9
ENSG00000222413,RN7SKP125,ENST00000410481,1.0,9
ENSG00000269188,,ENST00000601963,1.0,19
ENSG00000251688,LINC02507,ENST00000509370,1.0,4
ENSG00000285080,,ENST00000570199,1.0,15
ENSG00000233516,,ENST00000436524,1.0,9
ENSG00000173457,PPP1R14B,ENST00000309318,1.0,11
ENSG00000266583,MIR4478,ENST00000584530,1.0,9
ENSG00000205871,RPS3AP47,ENST00000487100,1.0,15
ENSG00000244253,RPS29P24,ENST00000486345,1.0,19
ENSG00000257086,,ENST00000545800,1.0,11
ENSG00000243581,RPS29P25,ENST00000481709,1.0,19
ENSG00000196860,TOMM20L,ENST00000360945,1.0,14
ENSG00000258378,,ENST00000556734,1.0,14
ENSG00000119421,NDUFA8,ENST00000373768,1.0,9
ENSG00000170091,NSG2,ENST00000303177,1.0,5
ENSG00000257069,KCNK4-CATSPERZ,ENST00000539086,1.0,11
ENSG00000182013,PNMA8A,ENST00000313683,1.0,19
ENSG00000116157,GPX7,ENST00000361314,1.0,1
ENSG00000207024,Y_RNA,ENST00000384297,1.0,11
ENSG00000204851,PNMA8B,ENST00000599531,1.0,19
ENSG00000204850,,ENST00000377652,1.0,19
ENSG00000185681,MORN5,ENST00000373764,1.0,9
ENSG00000278797,,ENST00000614101,1.0,19
ENSG00000249210,GAPDHP38,ENST00000503632,1.0,19
ENSG00000182378,PLCXD1,ENST00000381657,1.0,X
ENSG00000219435,CATSPERZ,ENST00000328404,1.0,11
ENSG00000093072,ADA2,ENST00000399837,1.0,22
ENSG00000248400,ST13P12,ENST00000508958,1.0,5
ENSG00000155666,KDM8,ENST00000286096,1.0,16
ENSG00000146842,TMEM209,ENST00000397622,1.0,7
ENSG00000148634,HERC4,ENST00000373700,1.0,10
ENSG00000119446,RBM18,ENST00000417201,1.0,9
ENSG00000100575,TIMM9,ENST00000395159,1.0,14
ENSG00000137842,TMEM62,ENST00000260403,1.0,15
ENSG00000268651,CTAG1A,ENST00000599837,1.0,X
ENSG00000249618,LINC02465,ENST00000658130,1.0,4
ENSG00000171388,APLN,ENST00000429967,1.0,X
ENSG00000287024,,ENST00000668487,1.0,X
ENSG00000279288,,ENST00000624724,1.0,7
ENSG00000237729,RPS27P17,ENST00000425207,1.0,7
ENSG00000233951,RCC2P3,ENST00000418112,1.0,7
ENSG00000224134,,ENST00000438285,1.0,7
ENSG00000286821,,ENST00000664752,1.0,4
ENSG00000243961,PARAL1,ENST00000449270,1.0,20
ENSG00000141664,ZCCHC2,ENST00000269499,1.0,18
ENSG00000170485,NPAS2,ENST00000335681,1.0,2
ENSG00000249106,GPM6A-DT,ENST00000514864,1.0,4
ENSG00000111837,MAK,ENST00000354489,1.0,6
ENSG00000251298,TMEM184C-DT,ENST00000508072,1.0,4
ENSG00000250189,,ENST00000515103,1.0,4
ENSG00000184139,RPL7AP28,ENST00000464513,1.0,4
ENSG00000251555,,ENST00000510592,1.0,4
ENSG00000200761,RN7SKP113,ENST00000363891,1.0,4
ENSG00000221275,MIR548I2,ENST00000408348,1.0,4
ENSG00000126432,PRDX5,ENST00000265462,1.0,11
ENSG00000260928,SPCS2P1,ENST00000561636,1.0,15
ENSG00000214102,WEE2,ENST00000397541,1.0,7
ENSG00000203436,Metazoa_SRP,ENST00000356560,1.0,4
ENSG00000285117,,ENST00000563128,1.0,15
ENSG00000252002,RNA5SP154,ENST00000516193,1.0,4
ENSG00000222182,RNA5SP156,ENST00000410250,1.0,4
ENSG00000261687,,ENST00000565685,1.0,15
ENSG00000122121,XPNPEP2,ENST00000371106,1.0,X
ENSG00000212282,RNU6-578P,ENST00000390980,1.0,4
ENSG00000202449,SNORA63,ENST00000365579,1.0,4
ENSG00000199420,RN7SKP170,ENST00000362550,1.0,4
ENSG00000207716,MIR572,ENST00000384983,1.0,4
ENSG00000244701,,ENST00000467537,1.0,7
ENSG00000206780,SNORA75B,ENST00000384053,1.0,4
ENSG00000283271,U6,ENST00000636425,1.0,4
ENSG00000213261,EEF1B2P6,ENST00000445713,1.0,7
ENSG00000207697,MIR573,ENST00000384964,1.0,4
ENSG00000243005,RN7SL16P,ENST00000476316,1.0,4
ENSG00000239001,RNU6-420P,ENST00000458780,1.0,4
ENSG00000279236,,ENST00000625052,1.0,18
ENSG00000243099,RPL17P27,ENST00000417063,1.0,7
ENSG00000251816,RNA5SP157,ENST00000516007,1.0,4
ENSG00000243548,RN7SL101P,ENST00000496350,1.0,4
ENSG00000283275,MIR4275,ENST00000636486,1.0,4
ENSG00000278607,,ENST00000618730,1.0,18
ENSG00000238632,RNU7-126P,ENST00000459120,1.0,4
ENSG00000283666,U6,ENST00000636045,1.0,4
ENSG00000283207,MIR1255B1,ENST00000636325,1.0,4
ENSG00000222206,Y_RNA,ENST00000410274,1.0,4
ENSG00000238694,,ENST00000458842,1.0,4
ENSG00000206665,RNU6-573P,ENST00000383938,1.0,4
ENSG00000264319,MIR4801,ENST00000582704,1.0,4
ENSG00000200720,RNU6-931P,ENST00000363850,1.0,4
ENSG00000252243,RNU6-412P,ENST00000516434,1.0,4
ENSG00000267322,SNHG22,ENST00000589499,1.0,18
ENSG00000206675,RNU6-32P,ENST00000383948,1.0,4
ENSG00000188280,FAM230G,ENST00000617303,1.0,22
ENSG00000239679,RN7SL193P,ENST00000491708,1.0,4
ENSG00000222257,RN7SKP199,ENST00000410325,1.0,4
ENSG00000252913,RNU6-158P,ENST00000517104,1.0,4
ENSG00000124827,GCM2,ENST00000379491,1.0,6
ENSG00000277388,MIR8053,ENST00000613344,1.0,4
ENSG00000287611,,ENST00000700782,1.0,18
ENSG00000199780,Y_RNA,ENST00000362910,1.0,4
ENSG00000235578,,ENST00000458154,1.0,22
ENSG00000265829,MIR548AG1,ENST00000579932,1.0,4
ENSG00000235051,,ENST00000436249,1.0,6
ENSG00000202169,Y_RNA,ENST00000365299,1.0,4
ENSG00000287864,,ENST00000653461,1.0,22
ENSG00000201775,RNU6-1325P,ENST00000364905,1.0,4
ENSG00000283503,LINC01902,ENST00000636467,1.0,18
ENSG00000252890,RNU6-699P,ENST00000517081,1.0,4
ENSG00000221563,MIR1269A,ENST00000408636,1.0,4
ENSG00000225413,LINC02557,ENST00000432249,1.0,22
ENSG00000252104,RNU6-191P,ENST00000516295,1.0,4
ENSG00000206629,RNU1-63P,ENST00000383902,1.0,4
ENSG00000280623,PCAT14,ENST00000626825,1.0,22
ENSG00000274759,RNA5SP527,ENST00000611169,1.0,4
ENSG00000201676,Y_RNA,ENST00000364806,1.0,4
ENSG00000202374,SNORA62,ENST00000365504,1.0,4
ENSG00000210839,RNU6ATAC5P,ENST00000388104,1.0,4
ENSG00000252955,RNU4ATAC9P,ENST00000517146,1.0,4
ENSG00000252762,,ENST00000516953,1.0,4
ENSG00000202485,RNU6-499P,ENST00000365615,1.0,4
ENSG00000200108,RNU6-774P,ENST00000363238,1.0,4
ENSG00000224277,,ENST00000458318,1.0,22
ENSG00000201901,RN7SKP48,ENST00000365031,1.0,4
ENSG00000204644,ZFP57,ENST00000376883,1.0,6
ENSG00000207746,MIR575,ENST00000385013,1.0,4
ENSG00000278151,,ENST00000612555,1.0,4
ENSG00000220305,HNRNPH1P1,ENST00000403291,1.0,6
ENSG00000276003,,ENST00000611121,1.0,4
ENSG00000251988,RNU4ATAC18P,ENST00000516179,1.0,6
ENSG00000199530,Y_RNA,ENST00000362660,1.0,4
ENSG00000132623,ANKEF1,ENST00000378392,1.0,20
ENSG00000251874,RNU6-615P,ENST00000516065,1.0,4
ENSG00000207524,RNU6-33P,ENST00000384793,1.0,4
ENSG00000200622,RNU6-1059P,ENST00000363752,1.0,4
ENSG00000266421,MIR4451,ENST00000580577,1.0,4
ENSG00000201640,RN7SKP28,ENST00000364770,1.0,4
ENSG00000199529,RNU6-462P,ENST00000362659,1.0,4
ENSG00000252470,RNU6-551P,ENST00000516661,1.0,4
ENSG00000201744,RNU6-34P,ENST00000364874,1.0,4
ENSG00000252460,RNU6-635P,ENST00000516651,1.0,4
ENSG00000201633,Y_RNA,ENST00000364763,1.0,4
ENSG00000206601,RNU6-431P,ENST00000383874,1.0,4
ENSG00000275994,SNORA24,ENST00000384096,1.0,4
ENSG00000207931,MIR577,ENST00000385196,1.0,4
ENSG00000128322,IGLL1,ENST00000330377,1.0,22
ENSG00000243227,RN7SL55P,ENST00000464534,1.0,4
ENSG00000207988,MIR576,ENST00000385253,1.0,4
ENSG00000273882,MIR8066,ENST00000617280,1.0,4
ENSG00000221265,MIR1255A,ENST00000408338,1.0,4
ENSG00000223006,RN7SKP137,ENST00000411074,1.0,4
ENSG00000252183,RNU6-948P,ENST00000516374,1.0,4
ENSG00000122122,SASH3,ENST00000356892,1.0,X
ENSG00000272733,,ENST00000608615,1.0,22
ENSG00000276525,Metazoa_SRP,ENST00000614195,1.0,20
ENSG00000201752,RNU6-119P,ENST00000364882,1.0,4
ENSG00000230506,,ENST00000662058,1.0,20
ENSG00000212359,RNU6-550P,ENST00000391057,1.0,4
ENSG00000278655,,ENST00000614827,1.0,22
ENSG00000197879,MYO1C,ENST00000648651,1.0,17
ENSG00000199862,Y_RNA,ENST00000362992,1.0,4
ENSG00000232448,,ENST00000666915,1.0,20
ENSG00000240143,,ENST00000432513,1.0,X
ENSG00000275609,,ENST00000622821,1.0,22
ENSG00000241392,RN7SL205P,ENST00000490174,1.0,4
ENSG00000200553,Y_RNA,ENST00000363683,1.0,4
ENSG00000275070,Metazoa_SRP,ENST00000614439,1.0,X
ENSG00000207322,RNU1-89P,ENST00000384592,1.0,4
ENSG00000206782,RNU6-224P,ENST00000384055,1.0,4
ENSG00000211683,,ENST00000390329,1.0,22
ENSG00000173889,PHC3,ENST00000495893,1.0,3
ENSG00000207148,Y_RNA,ENST00000384419,1.0,4
ENSG00000240637,RN7SL808P,ENST00000496066,1.0,4
ENSG00000283757,,ENST00000639819,1.0,20
ENSG00000135426,TESPA1,ENST00000449076,1.0,12
ENSG00000252014,SNORA70,ENST00000516205,1.0,4
ENSG00000244723,ASLP1,ENST00000428790,1.0,22
ENSG00000267374,MIR924HG,ENST00000670992,1.0,18
ENSG00000201314,Y_RNA,ENST00000364444,1.0,4
ENSG00000184617,ZNF840P,ENST00000504759,1.0,20
ENSG00000283432,U6,ENST00000636360,1.0,4
ENSG00000201846,RNA5SP166,ENST00000364976,1.0,4
ENSG00000239168,RNU7-197P,ENST00000458836,1.0,4
ENSG00000207121,RNU6-1230P,ENST00000384393,1.0,4
ENSG00000197210,,ENST00000420508,1.0,22
ENSG00000202331,RNA5SP167,ENST00000365461,1.0,4
ENSG00000149635,OCSTAMP,ENST00000279028,1.0,20
ENSG00000252951,RNA5SP165,ENST00000517142,1.0,4
ENSG00000252233,RN7SKP253,ENST00000516424,1.0,4
ENSG00000160014,CALM3,ENST00000291295,1.0,19
ENSG00000264274,MIR4799,ENST00000578951,1.0,4
ENSG00000239511,POM121L7P,ENST00000329949,1.0,22
ENSG00000078061,ARAF,ENST00000377045,1.0,X
ENSG00000240014,RN7SL254P,ENST00000460609,1.0,4
ENSG00000224688,E2F6P2,ENST00000420708,1.0,22
ENSG00000253019,RN7SKP35,ENST00000517210,1.0,4
ENSG00000221369,MIR548G,ENST00000408442,1.0,4
ENSG00000253077,RNA5SP169,ENST00000517268,1.0,4
ENSG00000206978,Y_RNA,ENST00000384251,1.0,4
ENSG00000274535,SNORD39,ENST00000620099,1.0,4
ENSG00000199634,RNU4-79P,ENST00000362764,1.0,4
ENSG00000206711,Y_RNA,ENST00000383984,1.0,4
ENSG00000222721,RN7SKP188,ENST00000410789,1.0,4
ENSG00000252959,RNA5SP170,ENST00000517150,1.0,4
ENSG00000251961,RNU6ATAC13P,ENST00000516152,1.0,4
ENSG00000253001,RN7SKP105,ENST00000517192,1.0,4
ENSG00000200521,Y_RNA,ENST00000363651,1.0,4
ENSG00000278502,MIR6082,ENST00000613604,1.0,4
ENSG00000230781,,ENST00000456978,1.0,X
ENSG00000140623,SEPTIN12,ENST00000268231,1.0,16
ENSG00000240772,RN7SL776P,ENST00000493390,1.0,4
ENSG00000201931,RNA5SP172,ENST00000365061,1.0,4
ENSG00000253000,RNU1-45P,ENST00000517191,1.0,4
ENSG00000148187,MRRF,ENST00000344641,1.0,9
ENSG00000222859,RN7SKP136,ENST00000410927,1.0,4
ENSG00000212373,RNA5SP171,ENST00000391071,1.0,4
ENSG00000201727,RNA5SP173,ENST00000364857,1.0,4
ENSG00000283468,MIR4454,ENST00000638111,1.0,4
ENSG00000251742,RN7SKP13,ENST00000515933,1.0,4
ENSG00000201433,RNU6-335P,ENST00000364563,1.0,4
ENSG00000251739,RNU6-1053P,ENST00000515930,1.0,4
ENSG00000252157,RNU6-479P,ENST00000516348,1.0,4
ENSG00000201516,,ENST00000364646,1.0,4
ENSG00000244512,RN7SL28P,ENST00000488836,1.0,4
ENSG00000221227,MIR1305,ENST00000408300,1.0,4
ENSG00000269292,,ENST00000597609,1.0,19
ENSG00000258205,,ENST00000547460,1.0,12
ENSG00000252343,RNU2-34P,ENST00000516534,1.0,4
ENSG00000258337,,ENST00000549373,1.0,12
ENSG00000222582,RNU2-66P,ENST00000410650,1.0,4
ENSG00000251714,RN7SKP67,ENST00000515905,1.0,4
ENSG00000252604,RNU2-44P,ENST00000516795,1.0,4
ENSG00000265846,MIR4276,ENST00000584832,1.0,4
ENSG00000201085,RNU6-173P,ENST00000364215,1.0,4
ENSG00000202215,RNU1-51P,ENST00000365345,1.0,4
ENSG00000212191,,ENST00000390889,1.0,4
ENSG00000252275,RNU7-192P,ENST00000516466,1.0,4
ENSG00000259959,,ENST00000563286,1.0,4
ENSG00000215498,FAM230B,ENST00000451257,1.0,22
ENSG00000289833,,ENST00000700823,1.0,18
ENSG00000160013,PTGIR,ENST00000291294,1.0,19
ENSG00000267040,ATP8B1-AS1,ENST00000592201,1.0,18
ENSG00000168071,CCDC88B,ENST00000356786,1.0,11
ENSG00000263823,,ENST00000580420,1.0,18
ENSG00000289619,,ENST00000688294,1.0,18
ENSG00000265174,,ENST00000582386,1.0,18
ENSG00000273355,,ENST00000610185,1.0,18
ENSG00000279161,,ENST00000624917,1.0,19
ENSG00000234503,,ENST00000417463,1.0,22
ENSG00000269970,,ENST00000602325,1.0,9
ENSG00000139133,ALG10,ENST00000266483,1.0,12
ENSG00000187905,LRRC74B,ENST00000442047,1.0,22
ENSG00000146457,WTAP,ENST00000621533,1.0,6
ENSG00000197380,DACT3,ENST00000391916,1.0,19
ENSG00000285427,SOD2-OT1,ENST00000535372,1.0,6
ENSG00000243560,RN7SL364P,ENST00000473668,1.0,19
ENSG00000211513,MIR320E,ENST00000390179,1.0,19
ENSG00000269487,,ENST00000600716,1.0,19
ENSG00000222614,Y_RNA,ENST00000410682,1.0,19
ENSG00000128011,LRFN1,ENST00000248668,1.0,19
ENSG00000120437,ACAT2,ENST00000367048,1.0,6
ENSG00000278359,MIR7155,ENST00000615925,1.0,11
ENSG00000101938,CHRDL1,ENST00000372042,1.0,X
ENSG00000130545,CRB3,ENST00000600229,1.0,19
ENSG00000143036,SLC44A3,ENST00000271227,1.0,1
ENSG00000226112,FCF1P4,ENST00000448326,1.0,X
ENSG00000234349,GLUD1P9,ENST00000420997,1.0,X
ENSG00000049130,KITLG,ENST00000644744,1.0,12
ENSG00000261738,MIR3976HG,ENST00000562452,1.0,18
ENSG00000260552,COSMOC,ENST00000568654,1.0,18
ENSG00000267069,,ENST00000586226,1.0,18
ENSG00000105929,ATP6V0A4,ENST00000310018,1.0,7
ENSG00000132376,INPP5K,ENST00000421807,1.0,17
ENSG00000077274,CAPN6,ENST00000324068,1.0,X
ENSG00000251954,RNU6-496P,ENST00000516145,1.0,X
ENSG00000225959,MTND4P3,ENST00000417829,1.0,7
ENSG00000223904,HMGB1P12,ENST00000438594,1.0,X
ENSG00000242771,TRBV5-2,ENST00000489095,1.0,7
ENSG00000229939,,ENST00000448271,1.0,X
ENSG00000270729,CAPZA1P5,ENST00000604902,1.0,7
ENSG00000225031,EIF4BP7,ENST00000432307,1.0,X
ENSG00000232145,,ENST00000421443,1.0,7
ENSG00000242552,MRPL42P4,ENST00000453267,1.0,7
ENSG00000230817,LINC01362,ENST00000452901,1.0,1
ENSG00000263753,LINC00667,ENST00000669574,1.0,18
ENSG00000155893,PXYLP1,ENST00000286353,1.0,3
ENSG00000100227,POLDIP3,ENST00000252115,1.0,22
ENSG00000158296,SLC13A3,ENST00000279027,1.0,20
ENSG00000267270,PARD6G-AS1,ENST00000662611,1.0,18
ENSG00000265179,,ENST00000581719,1.0,18
ENSG00000102359,SRPX2,ENST00000373004,1.0,X
ENSG00000283458,,ENST00000635791,1.0,18
ENSG00000162302,RPS6KA4,ENST00000334205,1.0,11
ENSG00000250261,CCDC74BP1,ENST00000508880,1.0,22
ENSG00000166946,CCNDBP1,ENST00000300213,1.0,15
ENSG00000276427,IGLL4P,ENST00000614590,1.0,22
ENSG00000260440,LINC01544,ENST00000663426,1.0,18
ENSG00000238125,SLC9A3P2,ENST00000447821,1.0,22
ENSG00000229107,ABHD17AP4,ENST00000411545,1.0,22
ENSG00000235062,BCRP5,ENST00000514371,1.0,22
ENSG00000243704,RN7SL105P,ENST00000475661,1.0,17
ENSG00000273893,,ENST00000610430,1.0,20
ENSG00000265485,LINC01915,ENST00000664008,1.0,18
ENSG00000115641,FHL2,ENST00000530340,1.0,2
ENSG00000124091,GCNT7,ENST00000243913,1.0,20
ENSG00000139218,SCAF11,ENST00000369367,1.0,12
ENSG00000267391,MIR122HG,ENST00000590797,1.0,18
ENSG00000289131,,ENST00000685734,1.0,18
ENSG00000266304,LIVAR,ENST00000578633,1.0,18
ENSG00000274828,,ENST00000616428,1.0,18
ENSG00000265142,MIR133A1HG,ENST00000581072,1.0,18
ENSG00000101180,HRH3,ENST00000340177,1.0,20
ENSG00000167705,RILP,ENST00000301336,1.0,17
ENSG00000168917,SLC35G2,ENST00000446465,1.0,3
ENSG00000289876,,ENST00000701319,1.0,18
ENSG00000240792,,ENST00000658150,1.0,3
ENSG00000287209,,ENST00000660614,1.0,18
ENSG00000267390,KDSR-DT,ENST00000589905,1.0,18
ENSG00000237501,MMACHCP1,ENST00000428618,1.0,3
ENSG00000244024,LARP7P4,ENST00000481075,1.0,3
ENSG00000120438,TCP1,ENST00000321394,1.0,6
ENSG00000265888,DSCAS,ENST00000581836,1.0,18
ENSG00000257222,,ENST00000552707,1.0,12
ENSG00000278017,,ENST00000612025,1.0,18
ENSG00000185561,TLCD2,ENST00000330676,1.0,17
ENSG00000257750,LINC02445,ENST00000664550,1.0,12
ENSG00000205744,DENND1C,ENST00000381480,1.0,19
ENSG00000283824,MIR22,ENST00000362190,1.0,17
ENSG00000280110,,ENST00000623272,1.0,12
ENSG00000176912,TYMSOS,ENST00000585033,1.0,18
ENSG00000258272,,ENST00000548740,1.0,12
ENSG00000287670,,ENST00000662935,1.0,2
ENSG00000257146,,ENST00000550105,1.0,12
ENSG00000285030,,ENST00000644434,1.0,12
ENSG00000221273,MIR1237,ENST00000408346,1.0,11
ENSG00000256465,,ENST00000541142,1.0,12
ENSG00000231492,,ENST00000449694,1.0,11
ENSG00000181908,LINC02724,ENST00000316124,1.0,11
ENSG00000258240,LINC01404,ENST00000546852,1.0,12
ENSG00000270112,ST8SIA5-DT,ENST00000663845,1.0,18
ENSG00000286816,,ENST00000670317,1.0,11
ENSG00000232500,,ENST00000444862,1.0,11
ENSG00000202211,Y_RNA,ENST00000365341,1.0,15
ENSG00000237363,,ENST00000446065,1.0,11
ENSG00000261679,ATP5PDP1,ENST00000567898,1.0,15
ENSG00000266010,GATA6-AS1,ENST00000649008,1.0,18
ENSG00000101892,ATP1B4,ENST00000218008,1.0,X
ENSG00000251707,RNU7-37P,ENST00000515898,1.0,X
ENSG00000263146,LINC01896,ENST00000575722,1.0,18
ENSG00000119950,MXI1,ENST00000332674,1.0,10
ENSG00000159495,TGM7,ENST00000452443,1.0,15
ENSG00000263417,GTSCR1,ENST00000582578,1.0,18
ENSG00000260406,,ENST00000564058,1.0,15
ENSG00000263958,NETO1-DT,ENST00000580564,1.0,18
ENSG00000285940,,ENST00000649194,1.0,18
ENSG00000168806,LCMT2,ENST00000305641,1.0,15
ENSG00000155719,OTOA,ENST00000646100,1.0,16
ENSG00000289867,,ENST00000701269,1.0,18
ENSG00000232119,MCTS1,ENST00000371317,1.0,X
ENSG00000065243,PKN2,ENST00000370521,1.0,1
ENSG00000267252,LINC01255,ENST00000669406,1.0,18
ENSG00000171155,C1GALT1C1,ENST00000304661,1.0,X
ENSG00000275234,,ENST00000615487,1.0,19
ENSG00000207392,SNORA20,ENST00000384662,1.0,6
ENSG00000278317,H3P46,ENST00000613393,1.0,X
ENSG00000206910,SNORA29,ENST00000384183,1.0,6
